gamma,return,volatility
0.01,0.19194344978634253,0.14801279440164775
0.010317219334529941,0.1922719938351377,0.14803534178571764
0.010644501479679849,0.1926109600522926,0.14805933858160505
0.01098216564725855,0.19296067901042643,0.1480848777013647
0.01133054117509065,0.19332149175997962,0.14811205797834365
0.011689967848233283,0.19369375015820953,0.14814098453980112
0.01206079623038258,0.19407781720720976,0.14817176920227665
0.012443388005792904,0.1944740673996418,0.14820453089088378
0.012838116332042453,0.19488288706836873,0.14823939608352313
0.013245366203989306,0.19530467472988042,0.14827649928042397
0.013665534829272791,0.19573984139587358,0.14831598349780806
0.014099032015726563,0.19618881078972591,0.14835800078035957
0.014546280571081073,0.1966520193125217,0.14840271271687294
0.015007716715345489,0.19712991534796262,0.1484502909151468
0.015483790506271073,0.1976229564473395,0.14850091727891682
0.015974966278311103,0.1981315960174895,0.14855478317194729
0.016481723095505524,0.19865619539708,0.14861208019819266
0.017004555218731825,0.19919638666403544,0.14867292644250002
0.017543972587778206,0.19974787892040294,0.14873697794228008
0.01810050131870886,0.20029989622064293,0.14880306960255402
0.018674684217006774,0.20085220495580142,0.14887126926400238
0.019267081306994352,0.2014160663880703,0.1489430933992335
0.019878270378048252,0.20199678111944933,0.1490193821934269
0.02050884754814132,0.20259575302513805,0.14910052519050374
0.02115942784526107,0.20321368731478068,0.1491868448393342
0.021830645807271874,0.20385121077648702,0.14927867144619117
0.022523156100806047,0.20450895263302832,0.14937635369993096
0.023237634159787215,0.20518755747751496,0.1494802612917196
0.02397477684420902,0.20588768917489728,0.14959078658074743
0.0247353031198114,0.20661003369859812,0.14970834627272547
0.025519954759317696,0.20735530759177628,0.14983338429235557
0.026329497065916203,0.2081243267961298,0.14996638609559412
0.027164719619692,0.20892028717695238,0.15010830402712783
0.028026437047737128,0.2097909511805483,0.15026839281582324
0.028915489818689973,0.21076863246230623,0.15045353425561567
0.029832745062479196,0.21178547749465587,0.1506519290834813
0.0307790974160713,0.21283473672448153,0.15086285578291034
0.031755469896047134,0.21391721626693214,0.15108704005558862
0.03276281479885812,0.21502874459225246,0.15132416872658555
0.033802114629640265,0.21604640969183359,0.15154762047225542
0.03487438306049219,0.21699989966470815,0.15176349198504727
0.03598066591915137,0.2179815644098753,0.15199247695604645
0.03712204220903312,0.21899432465491003,0.15223583177943875
0.0382996251616273,0.22003920472345204,0.1524944426543133
0.03951456332227906,0.22111722800598566,0.15276923950183321
0.040768041670412536,0.22222944673816988,0.15306120463061737
0.042061282775290254,0.2233769452015293,0.15337137578543913
0.043395547988435576,0.22456084035806353,0.1537008486839866
0.04477213867388096,0.22578227985980137,0.15405077887180393
0.04619239747744206,0.2270424276119528,0.1544223798074206
0.04765770963625571,0.22834235273348755,0.15481689060923765
0.04916950432985915,0.22967932226831322,0.1552343892674512
0.05072925607412767,0.23065060712290256,0.15554644531823197
0.05233848615943104,0.23161350221217364,0.15586507933085766
0.053998764134410966,0.23260115336692058,0.15620159361929015
0.055711709336826704,0.2336187998137528,0.15655855613628458
0.057478992472962065,0.23466851874630754,0.15693756417744212
0.05930233724713452,0.2357514971421434,0.15733998336025629
0.061183522042895164,0.23686881697576037,0.15776720649285708
0.06312438165755971,0.23802157270252497,0.15822069402045827
0.06512680909176222,0.23921088827771012,0.15870198208042233
0.06719275739577694,0.24043792066349012,0.1592126862643311
0.069324241574409,0.2417038608496884,0.15975450453183873
0.07152334055231169,0.24300993392268663,0.16032921969897934
0.07379219920164795,0.24435739885734906,0.160938701713145
0.07613303043407274,0.24574754805264837,0.16158490975267226
0.07854811735907721,0.24718170509364046,0.16226989338950962
0.08103981551079979,0.24866120639644154,0.16299578550372534
0.08361055514547634,0.250188440963224,0.16376530530964534
0.08626284361176907,0.2517617494364966,0.16457926436786224
0.08899926779628765,0.2533594581030101,0.1654277278819182
0.09182249664668668,0.25500009305549565,0.16632198738683385
0.0947352837748007,0.256693468075606,0.16726897418573256
0.09774047014235544,0.25844038315647094,0.1682710465258588
0.10084098683187565,0.26024264954162724,0.16933115404269722
0.10403985790549065,0.26210205879303233,0.17045232713850827
0.1073402033544276,0.26402043844209444,0.17163770647266033
0.11074524214206764,0.2659996659100553,0.17289055073050666
0.11425829534353403,0.2680416744242095,0.17421423995934687
0.11788278938487422,0.2701484559612933,0.17561227700324394
0.12162225938499452,0.27232205845270263,0.1770882849996029
0.12548035260360815,0.2745644821771134,0.17864593558436553
0.12946083199855804,0.27687793372988123,0.1802891021444418
0.13356757989598556,0.27924760213414446,0.18200940898297693
0.13780460177692355,0.2812884884397325,0.18352409213523668
0.14217603018400746,0.2833152724793195,0.18506328943372222
0.1466861287521155,0.2850842197624751,0.18643871886451233
0.15133929636686744,0.28690797634947895,0.18789071557597833
0.15614007145504014,0.2887895657217052,0.18942405001566504
0.16109313641108275,0.2907306159293239,0.1910425361402979
0.1662033221640492,0.29273367350012247,0.19275068782860152
0.1714756128894038,0.29425723663798226,0.19407718230310225
0.17691515087029286,0.29532894926948433,0.19503675431279105
0.1825272415130268,0.29643485478095855,0.19605315712688864
0.1883173585216616,0.29757578437259047,0.197129262064345
0.19429114923672938,0.298752892604984,0.1982682939019384
0.20045444014332275,0.29996733159628775,0.19947358238538715
0.2068132425539064,0.3012202476464601,0.20074855568189454
0.21337375847139947,0.3025120900766265,0.20209599048200658
0.22014238663824442,0.30320504390834924,0.20283563770350407
0.22712572877736611,0.30374613541418405,0.20343129786823394
0.23433059603110462,0.30430392154807584,0.2040629437789014
0.24176401560440375,0.30487938227880396,0.20473313852274835
0.2494332376187354,0.3054730937544587,0.2054441213474818
0.2573457421834418,0.3060856375429822,0.20619823223858944
0.2655092466913963,0.306717611669975,0.2069979264581583
0.2739317133460955,0.30736963280382745,0.20784578004417548
0.282621356927525,0.30804233705854717,0.20874449395757327
0.29158665280437496,0.30873638062173164,0.20969689797132832
0.30083634520041663,0.30945244047121206,0.21070595448040588
0.3103794557231064,0.3101912150364477,0.2117747621226377
0.32022529216273127,0.3109534248867726,0.2129065592438865
0.330383457570683,0.31173981343269097,0.21410472717319412
0.3408638596257105,0.3125511476652907,0.21537279330449766
0.35167672029728797,0.3133882188706698,0.21671443390210246
0.36283258581552597,0.3142518433444066,0.21813347659210644
0.3743423369573438,0.3151428628493067,0.21963390211742614
0.38621719965894297,0.3160621428184639,0.22121984214967869
0.39846875596492587,0.31701052309832245,0.22289549524848354
0.4111089553247426,0.31798898450281926,0.22466538694311844
0.4241501262474842,0.3187369869652463,0.22604792302004284
0.43760498832638595,0.31925699461112444,0.22703694953657103
0.45148666464477405,0.3197932787928699,0.22808460970933686
0.4658086945755498,0.32034659792923154,0.22919456098113541
0.48058504698670146,0.3209175636225651,0.23037034121741587
0.4958301338657179,0.3214914343474485,0.23158284730714904
0.5115588243761954,0.3217326678602656,0.23210659483877386
0.5277864593603492,0.3219720469684802,0.23264192887584456
0.5445288663015695,0.32221895516610766,0.2332102895704537
0.5618023747616222,0.32247376324428495,0.23381389136148886
0.5796238323075447,0.3227366364173514,0.23445465186967002
0.598010620943774,0.32300784338882454,0.2351347810469551
0.6169806740655365,0.3232876517414881,0.23585658621213582
0.6365524939500268,0.32357633535612623,0.2366224910597478
0.6567451698024469,0.32387417613694836,0.2374350432162754
0.6775783963744958,0.32418146478123533,0.2382969198114963
0.699072493173474,0.3244985010864802,0.23921093226677004
0.721248424280742,0.32482559431339364,0.24018003104653682
0.7441278187988525,0.32516306351363417,0.24120731027742848
0.7677329919473117,0.3255112378495339,0.24229601224835104
0.7920869668275324,0.3258704569192644,0.2434495317838656
0.8172134968782193,0.32624107108450395,0.24467142045917006
0.8431370890430792,0.3266234418189369,0.24596539065157683
0.8698830276734549,0.3270179420786015,0.2473353194010172
0.8974773991892017,0.32742495663821564,0.2487852519743036
0.9259471175218478,0.327844882477509,0.2503194052160189
0.9553199503648675,0.32827812916861104,0.25194217059336044
0.9856245462566599,0.3287251192756224,0.2536581169235966
1.0168904625226516,0.3291862887667705,0.25547199276126853
1.049148194103779,0.3296620874393455,0.2573887284253103
1.0824292032994687,0.3301529793589013,0.2594134376519552
1.1167659504541123,0.33065944330989666,0.2615514188584233
1.1521919256169868,0.33118197326632187,0.26380815602352503
1.1887416812064866,0.33172107886862473,0.26618931916641714
1.2264508657105195,0.33227728591857075,0.2687007644451631
1.2653562584559563,0.33285113688398066,0.2713485338701272
1.305495805481025,0.33344319140471,0.27413885460895016
1.3469086565456578,0.33405402677056306,0.27707813776151824
1.3896352033158614,0.33468423824518856,0.2801729760530855
1.4337171187593845,0.335334438365113,0.2834301365270861
1.4791973977910886,0.33600524720078134,0.2868565091793505
1.5261203992076604,0.3366973828814485,0.2904595182094264
1.5745318889525834,0.3374113142719718,0.29424545315940054
1.6244790847535535,0.337956007099204,0.29717967410796264
1.6760107021758872,0.33795621315614516,0.29718078830161465
1.7291770021368176,0.33795622911436235,0.2971808717733415
1.7840298399270484,0.33795623021804644,0.29718087734999377
1.840622715787371,0.33795621800596043,0.29718082309804117
1.8990108270896482,0.33795622452463986,0.29718085358858143
1.9592511221731002,0.33795622711881473,0.2971808652753038
2.0214023558883802,0.337956228378586,0.2971808707312099
2.085525146903598,0.33795622907401807,0.2971808736218916
2.1516820368282206,0.33795622949133186,0.297180875287739
2.219937551212487,0.33795622975726597,0.29718087630974577
2.2903582624818535,0.33795622993511015,0.29718087696993745
2.363012854867819,0.33795623005908165,0.29718087741591753
2.4379721913985044,0.3379562301487255,0.2971808777292711
2.515309383014299,0.3379562302156839,0.29718087795713105
2.5950998598759716,0.33795623026713595,0.29718087812780297
2.677421444934833,0.33795623030765565,0.2971808782589177
2.7623544298366736,0.3379562303402373,0.29718087836182155
2.849981653233537,0.33795623036690114,0.29718087844405966
2.940388581579667,0.3379562303890466,0.29718087851079783
3.0336633924904794,0.3379562304076688,0.2971808785656708
3.129897060745848,0.3379562304234925,0.2971808786112995
3.2291834470215512,0.33795623043705814,0.29718087864961523
3.3316193894354806,0.3379562304487764,0.2971808786820694
3.437304797997856,0.3379562304589655,0.29718087870977095
3.546342752057603,0.3379562304678763,0.29718087873358046
3.658839600839884,0.3379562304757096,0.29718087875417404
3.7749050671729045,0.3379562304826273,0.2971808787720894
3.8946523545051352,0.33795623048876217,0.29718087878775795
4.018198257317296,0.33795623049422424,0.29718087880153043
4.14566327503685,0.3379562304991047,0.29718087881369204
4.277171729566093,0.33795623050348034,0.2971808788244783
4.412851886538418,0.33795623050741613,0.29718087883408445
4.552836080421112,0.33795623051096707,0.29718087884267286
4.697260843586617,0.33795623051417994,0.29718087885037936
4.84626703947823,0.3379562305170953,0.29718087885731936
5.0,0.3379562305197479,0.2971808788635897
